make,model,year,mileage,engine,transmission,fuel_type,location,condition,price,vehicle_age,mileage_per_year,engine_size,luxury_brand,automatic_flag
Nissan,X-Trail,2015,49036,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,4457.818181818182,2.0,0,1
Honda,Fit,2016,49209,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,4920.9,1.5,0,0
BMW,X3,2017,49382,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,5486.888888888889,2.0,1,1
Audi,A4,2018,49555,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,6194.375,2.0,1,1
Toyota,Premio,2019,49728,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,7104.0,1.8,0,1
Subaru,Outback,2020,49901,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,8316.833333333334,2.5,0,1
Mazda,CX-5,2021,50074,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,10014.8,2.2,0,1
Mercedes-Benz,C200,2022,50247,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,12561.75,2.0,1,1
Nissan,X-Trail,2008,50420,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,2801.1111111111113,2.0,0,1
Honda,Fit,2009,50593,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,2976.0588235294117,1.5,0,0
BMW,X3,2010,50766,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,3172.875,2.0,1,1
Audi,A4,2011,50939,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,3395.9333333333334,2.0,1,1
Toyota,Premio,2012,51112,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,3650.8571428571427,1.8,0,1
Subaru,Outback,2013,51285,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,3945.0,2.5,0,1
Mazda,CX-5,2014,51458,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,4288.166666666667,2.2,0,1
Mercedes-Benz,C200,2015,51631,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,4693.727272727273,2.0,1,1
Nissan,X-Trail,2016,51804,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,5180.4,2.0,0,1
Honda,Fit,2017,51977,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,5775.222222222223,1.5,0,0
BMW,X3,2018,52150,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,6518.75,2.0,1,1
Audi,A4,2019,52323,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,7474.714285714285,2.0,1,1
Toyota,Premio,2020,52496,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,8749.333333333334,1.8,0,1
Subaru,Outback,2021,52669,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,10533.8,2.5,0,1
Mazda,CX-5,2022,52842,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,13210.5,2.2,0,1
Mercedes-Benz,C200,2008,53015,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,2945.277777777778,2.0,1,1
Nissan,X-Trail,2009,53188,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,3128.705882352941,2.0,0,1
Honda,Fit,2010,53361,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,3335.0625,1.5,0,0
BMW,X3,2011,53534,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,3568.9333333333334,2.0,1,1
Audi,A4,2012,53707,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,3836.214285714286,2.0,1,1
Toyota,Premio,2013,53880,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,4144.615384615385,1.8,0,1
Subaru,Outback,2014,54053,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,4504.416666666667,2.5,0,1
Mazda,CX-5,2015,54226,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,4929.636363636364,2.2,0,1
Mercedes-Benz,C200,2016,54399,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,5439.9,2.0,1,1
Nissan,X-Trail,2017,54572,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,6063.555555555556,2.0,0,1
Honda,Fit,2018,54745,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,6843.125,1.5,0,0
BMW,X3,2019,54918,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,7845.428571428572,2.0,1,1
Audi,A4,2020,55091,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,9181.833333333334,2.0,1,1
Toyota,Premio,2021,55264,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,11052.8,1.8,0,1
Subaru,Outback,2022,55437,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,13859.25,2.5,0,1
Mazda,CX-5,2008,55610,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,3089.4444444444443,2.2,0,1
Mercedes-Benz,C200,2009,55783,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,3281.3529411764707,2.0,1,1
Nissan,X-Trail,2010,55956,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,3497.25,2.0,0,1
Honda,Fit,2011,56129,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,3741.9333333333334,1.5,0,0
BMW,X3,2012,56302,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,4021.5714285714284,2.0,1,1
Audi,A4,2013,56475,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,4344.2307692307695,2.0,1,1
Toyota,Premio,2014,56648,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,4720.666666666667,1.8,0,1
Subaru,Outback,2015,56821,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,5165.545454545455,2.5,0,1
Mazda,CX-5,2016,56994,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,5699.4,2.2,0,1
Mercedes-Benz,C200,2017,57167,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,6351.888888888889,2.0,1,1
Nissan,X-Trail,2018,57340,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,7167.5,2.0,0,1
Honda,Fit,2019,57513,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,8216.142857142857,1.5,0,0
BMW,X3,2020,57686,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,9614.333333333334,2.0,1,1
Audi,A4,2021,57859,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,11571.8,2.0,1,1
Toyota,Premio,2022,58032,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,14508.0,1.8,0,1
Subaru,Outback,2008,58205,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,3233.6111111111113,2.5,0,1
Mazda,CX-5,2009,58378,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,3434.0,2.2,0,1
Mercedes-Benz,C200,2010,58551,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,3659.4375,2.0,1,1
Nissan,X-Trail,2011,58724,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,3914.9333333333334,2.0,0,1
Honda,Fit,2012,58897,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,4206.928571428572,1.5,0,0
BMW,X3,2013,59070,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,4543.846153846154,2.0,1,1
Audi,A4,2014,59243,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,4936.916666666667,2.0,1,1
Toyota,Premio,2015,59416,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,5401.454545454545,1.8,0,1
Subaru,Outback,2016,59589,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,5958.9,2.5,0,1
Mazda,CX-5,2017,59762,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,6640.222222222223,2.2,0,1
Mercedes-Benz,C200,2018,59935,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,7491.875,2.0,1,1
Nissan,X-Trail,2019,60108,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,8586.857142857143,2.0,0,1
Honda,Fit,2020,60281,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,10046.833333333334,1.5,0,0
BMW,X3,2021,60454,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,12090.8,2.0,1,1
Audi,A4,2022,60627,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,15156.75,2.0,1,1
Toyota,Premio,2008,60800,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,3377.777777777778,1.8,0,1
Subaru,Outback,2009,60973,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,3586.6470588235293,2.5,0,1
Mazda,CX-5,2010,61146,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,3821.625,2.2,0,1
Mercedes-Benz,C200,2011,61319,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,4087.9333333333334,2.0,1,1
Nissan,X-Trail,2012,61492,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,4392.285714285715,2.0,0,1
Honda,Fit,2013,61665,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,4743.461538461538,1.5,0,0
BMW,X3,2014,61838,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,5153.166666666667,2.0,1,1
Audi,A4,2015,62011,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,5637.363636363636,2.0,1,1
Toyota,Premio,2016,62184,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,6218.4,1.8,0,1
Subaru,Outback,2017,62357,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,6928.555555555556,2.5,0,1
Mazda,CX-5,2018,62530,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,7816.25,2.2,0,1
Mercedes-Benz,C200,2019,62703,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,8957.57142857143,2.0,1,1
Nissan,X-Trail,2020,62876,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,10479.333333333334,2.0,0,1
Honda,Fit,2021,63049,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,12609.8,1.5,0,0
BMW,X3,2022,63222,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,15805.5,2.0,1,1
Audi,A4,2008,63395,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,3521.9444444444443,2.0,1,1
Toyota,Premio,2009,63568,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,3739.294117647059,1.8,0,1
Subaru,Outback,2010,63741,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,3983.8125,2.5,0,1
Mazda,CX-5,2011,63914,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,4260.933333333333,2.2,0,1
Mercedes-Benz,C200,2012,64087,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,4577.642857142857,2.0,1,1
Nissan,X-Trail,2013,64260,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,4943.076923076923,2.0,0,1
Honda,Fit,2014,64433,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,5369.416666666667,1.5,0,0
BMW,X3,2015,64606,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,5873.272727272727,2.0,1,1
Audi,A4,2016,64779,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,6477.9,2.0,1,1
Toyota,Premio,2017,64952,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,7216.888888888889,1.8,0,1
Subaru,Outback,2018,65125,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,8140.625,2.5,0,1
Mazda,CX-5,2019,65298,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,9328.285714285714,2.2,0,1
Mercedes-Benz,C200,2020,65471,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,10911.833333333334,2.0,1,1
Nissan,X-Trail,2021,65644,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,13128.8,2.0,0,1
Honda,Fit,2022,65817,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,16454.25,1.5,0,0
BMW,X3,2008,65990,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,3666.1111111111113,2.0,1,1
Audi,A4,2009,66163,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,3891.9411764705883,2.0,1,1
Toyota,Premio,2010,66336,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,4146.0,1.8,0,1
Subaru,Outback,2011,66509,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,4433.933333333333,2.5,0,1
Mazda,CX-5,2012,66682,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,4763.0,2.2,0,1
Mercedes-Benz,C200,2013,66855,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,5142.692307692308,2.0,1,1
Nissan,X-Trail,2014,67028,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,5585.666666666667,2.0,0,1
Honda,Fit,2015,67201,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,6109.181818181818,1.5,0,0
BMW,X3,2016,67374,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,6737.4,2.0,1,1
Audi,A4,2017,67547,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,7505.222222222223,2.0,1,1
Toyota,Premio,2018,67720,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,8465.0,1.8,0,1
Subaru,Outback,2019,67893,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,9699.0,2.5,0,1
Mazda,CX-5,2020,68066,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,11344.333333333334,2.2,0,1
Mercedes-Benz,C200,2021,68239,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,13647.8,2.0,1,1
Nissan,X-Trail,2022,68412,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,17103.0,2.0,0,1
Honda,Fit,2008,68585,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,3810.277777777778,1.5,0,0
BMW,X3,2009,68758,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,4044.5882352941176,2.0,1,1
Audi,A4,2010,68931,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,4308.1875,2.0,1,1
Toyota,Premio,2011,69104,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,4606.933333333333,1.8,0,1
Subaru,Outback,2012,69277,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,4948.357142857143,2.5,0,1
Mazda,CX-5,2013,69450,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,5342.307692307692,2.2,0,1
Mercedes-Benz,C200,2014,69623,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,5801.916666666667,2.0,1,1
Nissan,X-Trail,2015,69796,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,6345.090909090909,2.0,0,1
Honda,Fit,2016,69969,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,6996.9,1.5,0,0
BMW,X3,2017,70142,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,7793.555555555556,2.0,1,1
Audi,A4,2018,70315,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,8789.375,2.0,1,1
Toyota,Premio,2019,70488,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,10069.714285714286,1.8,0,1
Subaru,Outback,2020,70661,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,11776.833333333334,2.5,0,1
Mazda,CX-5,2021,70834,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,14166.8,2.2,0,1
Mercedes-Benz,C200,2022,71007,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,17751.75,2.0,1,1
Nissan,X-Trail,2008,71180,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,3954.4444444444443,2.0,0,1
Honda,Fit,2009,71353,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,4197.235294117647,1.5,0,0
BMW,X3,2010,71526,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,4470.375,2.0,1,1
Audi,A4,2011,71699,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,4779.933333333333,2.0,1,1
Toyota,Premio,2012,71872,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,5133.714285714285,1.8,0,1
Subaru,Outback,2013,72045,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,5541.923076923077,2.5,0,1
Mazda,CX-5,2014,72218,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,6018.166666666667,2.2,0,1
Mercedes-Benz,C200,2015,72391,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,6581.0,2.0,1,1
Nissan,X-Trail,2016,72564,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,7256.4,2.0,0,1
Honda,Fit,2017,72737,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,8081.888888888889,1.5,0,0
BMW,X3,2018,72910,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,9113.75,2.0,1,1
Audi,A4,2019,73083,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,10440.42857142857,2.0,1,1
Toyota,Premio,2020,73256,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,12209.333333333334,1.8,0,1
Subaru,Outback,2021,73429,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,14685.8,2.5,0,1
Mazda,CX-5,2022,73602,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,18400.5,2.2,0,1
Mercedes-Benz,C200,2008,73775,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,4098.611111111111,2.0,1,1
Nissan,X-Trail,2009,73948,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,4349.882352941177,2.0,0,1
Honda,Fit,2010,74121,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,4632.5625,1.5,0,0
BMW,X3,2011,74294,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,4952.933333333333,2.0,1,1
Audi,A4,2012,74467,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,5319.071428571428,2.0,1,1
Toyota,Premio,2013,74640,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,5741.538461538462,1.8,0,1
Subaru,Outback,2014,74813,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,6234.416666666667,2.5,0,1
Mazda,CX-5,2015,74986,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,6816.909090909091,2.2,0,1
Mercedes-Benz,C200,2016,75159,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,7515.9,2.0,1,1
Nissan,X-Trail,2017,75332,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,8370.222222222223,2.0,0,1
Honda,Fit,2018,75505,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,9438.125,1.5,0,0
BMW,X3,2019,75678,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,10811.142857142857,2.0,1,1
Audi,A4,2020,75851,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,12641.833333333334,2.0,1,1
Toyota,Premio,2021,76024,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,15204.8,1.8,0,1
Subaru,Outback,2022,76197,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,19049.25,2.5,0,1
Mazda,CX-5,2008,76370,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,4242.777777777777,2.2,0,1
Mercedes-Benz,C200,2009,76543,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,4502.529411764706,2.0,1,1
Nissan,X-Trail,2010,76716,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,4794.75,2.0,0,1
Honda,Fit,2011,76889,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,5125.933333333333,1.5,0,0
BMW,X3,2012,77062,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,5504.428571428572,2.0,1,1
Audi,A4,2013,77235,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,5941.153846153846,2.0,1,1
Toyota,Premio,2014,77408,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,6450.666666666667,1.8,0,1
Subaru,Outback,2015,77581,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,7052.818181818182,2.5,0,1
Mazda,CX-5,2016,77754,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,7775.4,2.2,0,1
Mercedes-Benz,C200,2017,77927,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,8658.555555555555,2.0,1,1
Nissan,X-Trail,2018,78100,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,9762.5,2.0,0,1
Honda,Fit,2019,78273,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,11181.857142857143,1.5,0,0
BMW,X3,2020,78446,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,13074.333333333334,2.0,1,1
Audi,A4,2021,78619,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,15723.8,2.0,1,1
Toyota,Premio,2022,78792,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,19698.0,1.8,0,1
Subaru,Outback,2008,78965,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,4386.944444444444,2.5,0,1
Mazda,CX-5,2009,79138,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,4655.176470588235,2.2,0,1
Mercedes-Benz,C200,2010,79311,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,4956.9375,2.0,1,1
Nissan,X-Trail,2011,79484,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,5298.933333333333,2.0,0,1
Honda,Fit,2012,79657,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,5689.785714285715,1.5,0,0
BMW,X3,2013,79830,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,6140.7692307692305,2.0,1,1
Audi,A4,2014,80003,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,6666.916666666667,2.0,1,1
Toyota,Premio,2015,80176,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,7288.727272727273,1.8,0,1
Subaru,Outback,2016,80349,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,8034.9,2.5,0,1
Mazda,CX-5,2017,80522,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,8946.888888888889,2.2,0,1
Mercedes-Benz,C200,2018,80695,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,10086.875,2.0,1,1
Nissan,X-Trail,2019,80868,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,11552.57142857143,2.0,0,1
Honda,Fit,2020,81041,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,13506.833333333334,1.5,0,0
BMW,X3,2021,81214,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,16242.8,2.0,1,1
Audi,A4,2022,81387,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,20346.75,2.0,1,1
Toyota,Premio,2008,81560,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,4531.111111111111,1.8,0,1
Subaru,Outback,2009,81733,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,4807.823529411765,2.5,0,1
Mazda,CX-5,2010,81906,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,5119.125,2.2,0,1
Mercedes-Benz,C200,2011,82079,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,5471.933333333333,2.0,1,1
Nissan,X-Trail,2012,82252,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,5875.142857142857,2.0,0,1
Honda,Fit,2013,82425,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,6340.384615384615,1.5,0,0
BMW,X3,2014,82598,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,6883.166666666667,2.0,1,1
Audi,A4,2015,82771,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,7524.636363636364,2.0,1,1
Toyota,Premio,2016,82944,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,8294.4,1.8,0,1
Subaru,Outback,2017,83117,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,9235.222222222223,2.5,0,1
Mazda,CX-5,2018,83290,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,10411.25,2.2,0,1
Mercedes-Benz,C200,2019,83463,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,11923.285714285714,2.0,1,1
Nissan,X-Trail,2020,83636,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,13939.333333333334,2.0,0,1
Honda,Fit,2021,83809,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,16761.8,1.5,0,0
BMW,X3,2022,83982,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,20995.5,2.0,1,1
Audi,A4,2008,84155,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,4675.277777777777,2.0,1,1
Toyota,Premio,2009,84328,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,4960.470588235294,1.8,0,1
Subaru,Outback,2010,84501,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,5281.3125,2.5,0,1
Mazda,CX-5,2011,84674,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,5644.933333333333,2.2,0,1
Mercedes-Benz,C200,2012,84847,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,6060.5,2.0,1,1
Nissan,X-Trail,2013,85020,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,6540.0,2.0,0,1
Honda,Fit,2014,85193,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,7099.416666666667,1.5,0,0
BMW,X3,2015,85366,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,7760.545454545455,2.0,1,1
Audi,A4,2016,85539,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,8553.9,2.0,1,1
Toyota,Premio,2017,85712,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,9523.555555555555,1.8,0,1
Subaru,Outback,2018,85885,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,10735.625,2.5,0,1
Mazda,CX-5,2019,86058,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,12294.0,2.2,0,1
