make,model,year,mileage,engine,transmission,fuel_type,location,condition,price
Mazda,CX-5,2013,83370,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,83543,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,83716,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,83889,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,84062,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,84235,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,84408,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,84581,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,84754,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,84927,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,85100,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,85273,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,85446,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,85619,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,85792,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,85965,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,86138,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,86311,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,86484,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,86657,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,86830,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,87003,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,87176,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,87349,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,87522,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,87695,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,87868,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,88041,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,88214,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,88387,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,88560,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,88733,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,88906,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,89079,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,89252,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,89425,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,89598,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,89771,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,89944,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,90117,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,90290,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,90463,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,90636,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,90809,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,90982,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,91155,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,91328,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,91501,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,91674,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,91847,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,92020,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,92193,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,92366,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,92539,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,92712,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,92885,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,93058,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,93231,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,93404,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,93577,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,93750,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,93923,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,94096,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,94269,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,94442,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,94615,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,94788,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,94961,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,95134,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,95307,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,95480,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,95653,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,95826,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,95999,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,96172,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,96345,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,96518,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,96691,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,96864,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,97037,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,97210,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,97383,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,97556,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,97729,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,97902,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,98075,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,98248,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,98421,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,98594,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,98767,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,98940,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,99113,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,99286,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,99459,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,99632,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,99805,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,99978,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,100151,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,100324,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,100497,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,100670,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,100843,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,101016,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,101189,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,101362,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,101535,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,101708,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,101881,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,102054,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,102227,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,102400,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,102573,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,102746,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,102919,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,103092,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,103265,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,103438,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,103611,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,103784,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,103957,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,104130,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,104303,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,104476,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,104649,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,104822,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,104995,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,105168,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,105341,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,105514,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,105687,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,105860,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,106033,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,106206,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,106379,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,106552,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,106725,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,106898,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,107071,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,107244,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,107417,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,107590,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,107763,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,107936,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,108109,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,108282,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,108455,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,108628,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,108801,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,108974,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,109147,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,109320,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,109493,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,109666,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,109839,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,110012,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,110185,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,110358,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,110531,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,110704,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,110877,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,111050,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,111223,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,111396,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,111569,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,111742,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,111915,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,112088,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,112261,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,112434,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,112607,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,112780,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,112953,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,113126,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,113299,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,113472,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,113645,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,113818,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,113991,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,114164,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,114337,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,114510,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,114683,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,114856,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,115029,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,115202,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,115375,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,115548,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,115721,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,115894,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,116067,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,116240,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,116413,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,116586,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,116759,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,116932,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,117105,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,117278,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,117451,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,117624,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,117797,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,117970,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,118143,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,118316,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,118489,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,118662,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,118835,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,119008,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,119181,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,119354,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,119527,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,119700,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,119873,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,120046,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,120219,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,120392,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,120565,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,120738,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,120911,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,121084,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,121257,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,121430,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,121603,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,121776,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,121949,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,122122,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,122295,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,122468,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,122641,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,122814,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,122987,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,123160,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,123333,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,123506,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,123679,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,123852,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,124025,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,124198,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,124371,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,124544,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,124717,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,124890,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,125063,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,125236,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,125409,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,125582,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,125755,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,125928,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,126101,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,126274,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,126447,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,126620,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,126793,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,126966,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,127139,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,127312,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,127485,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,127658,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,127831,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,128004,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,128177,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,128350,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,128523,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,128696,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,128869,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,129042,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,129215,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,129388,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,129561,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,129734,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,129907,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,130080,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,130253,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,130426,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,130599,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,130772,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,130945,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,131118,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,131291,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,131464,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,131637,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,131810,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,131983,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,132156,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,132329,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,132502,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,132675,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,132848,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,133021,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,133194,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,133367,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,133540,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,133713,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
